,subject,color,gi,mi,status,bp,wp,response,rt
0,32,0,0,0,playing,000000000000000000000100000000010000,000000000000001000000001000000000000,11,7164
0,32,0,0,0,playing,000001000001110100000001000000111000,000100010010001000000110010001000100,16,14160
0,32,0,0,0,playing,000000000001000000000110000000011100,010000000000001000000001100000100010,4,3777
0,32,0,0,0,playing,011100000100011010011100000001010001,100011000011100100100010010000001110,8,11963
0,32,0,0,0,playing,000000000000001000000000000000000000,000000000000100000000000000000000000,4,1734
0,32,1,0,0,playing,000000000000100000000011000000000000,000000000000000000000100000000100000,32,791
0,32,0,0,0,playing,000100000001100000000100000000000000,000000000000010000010000000000110000,22,10867
0,32,1,0,0,playing,000001000000100100000011010000010000,000000010000010000010100000000101000,35,3511
0,32,1,0,0,playing,000000000000110000000000000000000000,000000000000000000000100000000000000,11,2499
0,32,0,0,0,playing,000000000000000000100000000101000000,000000000101000000010000000000000000,28,4182
0,32,0,0,0,playing,110100000010110000001000000000000000,001010000001000000010101000000100000,22,14179
0,32,0,0,0,playing,000010000000100000000010000000000000,000000000000010000001100000000000000,2,6240
0,32,0,0,0,playing,000001001000000010000001000000000100,000000000000001100000000110000000001,6,10535
0,32,1,0,0,playing,000000000000001000000101000000000000,000001000000010000000000000000000000,22,5810
0,32,0,0,0,playing,110100000010111000001010000000000000,001010000001000100010101000000101000,31,34866
0,32,0,0,0,playing,000010000000001000000000000000000000,000000000000110000000000000000000000,24,3817
0,32,1,0,0,playing,000000000000010000000010000000000000,000000000000001000000000000000000000,4,1774
0,32,0,0,0,playing,000010000000000000000000000000000000,000000000000010000000000000000000000,12,1173
0,32,0,0,0,playing,100000000010000000000000000000000000,000000000000010000000010000000000000,20,5095
0,32,0,0,0,playing,000000000001000000000100000000011100,010000000000001000000001000000100010,22,8071
0,32,0,0,0,playing,001000000000010000011100000001000000,000001000001100000100010000000001000,14,13070
0,32,0,0,0,playing,000000000001110000000001000000101000,000100000010001000000110000000000100,31,7630
0,32,0,0,0,playing,001000000000010000001100000001000000,000001000001100000000010000000001000,19,11681
0,32,1,0,0,playing,010100000000011100100011000010000000,001010000000100000011100000000010100,16,4775
0,32,0,0,0,playing,001010000001000100000110000000011100,010000000000111000001001100000100010,5,4909
0,32,0,0,0,playing,001001000101110110010001000000111000,100110011010001000001110010001000100,24,9154
0,32,0,0,0,playing,110100000010110000001010000000000000,001010000001000000010101000000101000,14,6865
0,32,0,0,0,playing,000100000001100000000110000001000100,000000000010010000011000000000111000,0,3409
0,32,1,0,0,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,12,1954
0,32,0,0,0,playing,011100000100011000011100000001010001,100011000011100000100010010000001110,16,10675
0,32,0,0,0,playing,010100000010100000000000000000000000,001000000001000000010100000000000000,20,3281
0,32,0,0,0,playing,100100000001100000000110000011000100,010000000010010000011001000000111000,15,14524
0,32,0,0,0,playing,000000000000000000000000000000000000,000000000000000000000000000000000000,0,2634
0,32,1,0,0,playing,000000000000010000000010100000001000,000010000000001000000001000000000000,16,9974
0,32,1,0,0,playing,000000000000100000000011000000010000,000000000000000000000100000000101000,13,6586
0,32,0,0,0,playing,000000000000010000000100000001000000,000001000000100000000010000000000000,2,4913
0,32,1,0,0,playing,011000000000110000000010000000000000,000000000001000000001100000000010000,19,5485
0,32,1,0,0,playing,000000100000110000000101000000010000,000000000001001000000010000001100000,2,14551
0,32,1,0,0,playing,000000000000010000000000000000000000,000000000000000000000000000000000000,22,1466
0,32,1,0,0,playing,000000000000000000000110000000000000,000000000000001000000000000000000000,24,3422
